,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label
1955,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0015721,bile acid and bile salt transport
1956,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0009074,aromatic amino acid family catabolic process
1957,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0009066,aspartate family amino acid metabolic process
1958,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0030072,peptide hormone secretion
1959,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0006303,double-strand break repair via nonhomologous end joining
1960,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0072523,purine-containing compound catabolic process
1961,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0007032,endosome organization
1962,3,1.094857594936709,1.0,2.740082375894212,8,1.0000000000039235,+,GO:0050708,regulation of protein secretion
1965,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0000266,mitochondrial fission
1966,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0009143,nucleoside triphosphate catabolic process
1967,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0070536,protein K63-linked deubiquitination
1968,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0046856,phosphatidylinositol dephosphorylation
1969,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0033157,regulation of intracellular protein transport
1970,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0050000,chromosome localization
1971,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0032008,positive regulation of TOR signaling
1972,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0007586,digestion
1973,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0007517,muscle organ development
1974,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0035268,protein mannosylation
1975,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0009395,phospholipid catabolic process
1976,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0034109,homotypic cell-cell adhesion
1977,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0032273,positive regulation of protein polymerization
1978,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0051303,establishment of chromosome localization
1979,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0033344,cholesterol efflux
1980,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0032204,regulation of telomere maintenance
1981,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0048259,regulation of receptor-mediated endocytosis
1982,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0033617,mitochondrial cytochrome c oxidase assembly
1983,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0006998,nuclear envelope organization
1984,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0006622,protein targeting to lysosome
1985,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:2001242,regulation of intrinsic apoptotic signaling pathway
1986,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0046348,amino sugar catabolic process
1987,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0030900,forebrain development
1988,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0097502,mannosylation
1989,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0043687,post-translational protein modification
1990,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0009225,nucleotide-sugar metabolic process
1991,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0007040,lysosome organization
1992,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0032438,melanosome organization
1993,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0031334,positive regulation of protein-containing complex assembly
1994,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0097194,execution phase of apoptosis
1995,2,1.1678481012658228,1.0,1.7125514849338823,5,1.0000000000058036,+,GO:0070265,necrotic cell death
1996,5,1.0427215189873418,1.0,4.795144157814871,14,1.000000000006756,+,GO:0042100,B cell proliferation
1997,5,1.0427215189873418,1.0,4.795144157814871,14,1.000000000006756,+,GO:0014065,phosphatidylinositol 3-kinase signaling
1998,5,1.0427215189873418,1.0,4.795144157814871,14,1.000000000006756,+,GO:0030183,B cell differentiation
1999,5,1.0427215189873418,1.0,4.795144157814871,14,1.000000000006756,+,GO:0070482,response to oxygen levels
2000,5,1.0427215189873418,1.0,4.795144157814871,14,1.000000000006756,+,GO:0001510,RNA methylation
2001,5,1.0427215189873418,1.0,4.795144157814871,14,1.000000000006756,+,GO:0006040,amino sugar metabolic process
2002,5,1.0427215189873418,1.0,4.795144157814871,14,1.000000000006756,+,GO:0006626,protein targeting to mitochondrion
2003,5,1.0427215189873418,1.0,4.795144157814871,14,1.000000000006756,+,GO:0007041,lysosomal transport
2004,5,1.0427215189873418,1.0,4.795144157814871,14,1.000000000006756,+,GO:0042886,amide transport
2023,28,1.0092514455383654,1.0,27.743334055928898,81,1.0000000000075748,+,GO:0072657,protein localization to membrane
2024,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0016242,negative regulation of macroautophagy
2025,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0031214,biomineral tissue development
2026,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0110148,biomineralization
2027,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0009098,leucine biosynthetic process
2028,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0070475,rRNA base methylation
2029,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0051383,kinetochore organization
2030,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0051382,kinetochore assembly
2031,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0007140,male meiotic nuclear division
2032,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0009312,oligosaccharide biosynthetic process
2033,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation"
2034,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0001822,kidney development
2035,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0015695,organic cation transport
2036,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0071763,nuclear membrane organization
2037,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0001763,morphogenesis of a branching structure
2038,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0031048,heterochromatin assembly by small RNA
2039,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0032481,positive regulation of type I interferon production
2040,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0035721,intraciliary retrograde transport
2041,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0030282,bone mineralization
2042,1,1.4598101265822785,1.0,0.685020593973553,2,1.0000000000077762,+,GO:0050714,positive regulation of protein secretion
2083,6,1.0304542069992555,1.0,5.8226750487752,17,1.000000000012284,+,GO:0033044,regulation of chromosome organization
2084,6,1.0304542069992555,1.0,5.8226750487752,17,1.000000000012284,+,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
2138,48,1.001012658227848,1.0,47.95144157814871,140,1.0000000000242637,+,GO:0048666,neuron development
2165,11,1.0036194620253165,1.0,10.960329503576848,32,1.0000000000316303,+,GO:0046434,organophosphate catabolic process
2166,11,1.0036194620253165,1.0,10.960329503576848,32,1.0000000000316303,+,GO:0060322,head development
2167,11,1.0036194620253165,1.0,10.960329503576848,32,1.0000000000316303,+,GO:0007420,brain development
2168,7,1.0218670886075951,1.0,6.850205939735529,20,1.0000000000325333,+,GO:0009755,hormone-mediated signaling pathway
2169,7,1.0218670886075951,1.0,6.850205939735529,20,1.0000000000325333,+,GO:0030433,ubiquitin-dependent ERAD pathway
2170,7,1.0218670886075951,1.0,6.850205939735529,20,1.0000000000325333,+,GO:0000723,telomere maintenance
2171,7,1.0218670886075951,1.0,6.850205939735529,20,1.0000000000325333,+,GO:0032200,telomere organization
2172,9,1.0106377799415773,1.0,8.90526772165619,26,1.0000000000375702,+,GO:0007266,Rho protein signal transduction
2195,70,1.0018304790270538,1.0,69.8721005853024,204,1.0000000000742486,+,GO:0098662,inorganic cation transmembrane transport
